#
# k, p, z, km_sponge_factor, kmvis_ref/rho_ref, kmcnd_ref/(cp*rho_ref)
#
1 0.3643E3 0.3802E5 0.4432E1 0.2216E7
2 0.7595E3 0.3290E5 0.1296E1 0.6482E6
3 0.1436E4 0.2866E5 0.3853E0 0.1927E6
4 0.2461E4 0.2513E5 0.0000E0 0.0000E0
